ISBN,Book_Title,Book_Author,Year_Publication,Publisher
055329315X,Reckless,Amanda Quick,1992,Bantam
60804165,She: Understanding feminine psychology : an interpretation based on the myth of Amor and Psyche and using Jungian psychological concepts (Perennial library),Robert A Johnson,1977,Harper &amp
8479531827,Feng Shui para Occidente,Terah Collins,1997,Ediciones Urano
075350457X,Strange Fascination: David Bowie : The Definitive,David Buckley,2001,Virgin Publishing
590420534,Flight of the White Wolf,Mel Ellis,1988,Scholastic Paperbacks (Mm)
783803540,The Scaffold at Hangman's Creek (G K Hall Large Print Book Series (Paper)),Lewis B. Patten,1999,Thorndike Press
465038085,And the World Closed Its Doors: One Family¿s Struggle to Escape the Holocaust,David Clay Large,2003,Basic Books
856485853,Haffertee Starts School (Lion Paperback),John Perkins,1983,Lion Publishing Corporation
870445278,The Wonderful World of Seals and Whales (Books for Young Explorers),Sandra Lee Crow,1984,Simon &amp
898863635,Mixed Emotions: Mountaineering Writings of Greg Child,Greg Child,1993,Mountaineers Books
374525285,Hunger,Knut Hamsun,1998,Noonday Press
670814822,The Shrapnel Academy,Fay Weldon,1987,Penguin USA
816736758,No More Boys (The Boyfriend Club Special Edition),Janet Quin-Harkin,1995,Troll Communications
764552872,Dog Tricks for Dummies,Sarah  Hodgson,2000,For Dummies
786226609,Julie and Romeo (Thorndike Large Print Basic Series),Jeanne Ray,2000,Thorndike Press
138072485,The Sewing Machine As a Creative Tool,Karen Bakke,1975,Prentice Hall
671721372,Man Kzin Wars V,Larry Niven,1992,Baen
312923139,Reasonable Doubt,Steve Vogel,1990,St Martins Press
345322703,Silent Partner,Judith Greber,1985,Ballantine Books
345336003,Split Infinity (Apprentice Adept (Paperback)),Piers Anthony,1982,Ballantine Books
771014457,City of Gold (Adventures in Canadian History Series),Pierre Berton,1995,McClelland &amp
3407780311,Post f�?¼r den Tiger,Janosch,2001,Beltz
2277240273,Jessie,Stephen King,1992,Editions 84
2714433030,Nu masculin assis: Roman,Claire Dedeyan,1995,Belfond
385125429,Stained glass,William F Buckley,1978,Doubleday
1551664720,Afterglow,Catherine Coulter,1998,Mira
044049320X,What Do You Do When Your Mouth Won't Open?,Susan Beth Pfeffer,1988,Yearling Books
764115758,The Dog Lover's Survival Guide,Karen Commings,2001,Barron's Educational Series
1586481983,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus,2003,PublicAffairs
446522511,Passport to Profits : Why the Next Investment Windfalls Will Be Found Abroad - and How to Grab Your Share,Mark Mobius,1999,Warner Books
3517077151,Praxisbuch f�?¼r den Kaufmann.,Joachim Breu,1998,S�?¼dwest-Verlag
2163578,Cry of the Kalahari,Mark Owens,1985,Collins
385264720,The Time and the Place : And Other Stories,NAGUIB MAHFOUZ,1992,Anchor
440400090,Anastasia Again!,Lois Lowry,1982,Yearling Books
696004526,Better Homes and Gardens Cooking for Two (Better homes and gardens books),Better Homes and Gardens,1982,Meredith Books
747557918,Capri File,Amanda Prantera,2002,Bloomsbury Pub
452260124,Tar Baby,Toni Morrison,1987,Penguin USA
785817255,A Taste of Honey,Jane Charlton,2003,Book Sales
078688214X,Hemingway in Love and War: The Lost Diary of Agnes Von Kurowsky,Agnes Von Kurowsky,1996,Hyperion Books
014011582X,Disappearing Through the Skylight: Culture and Technology in the Twentieth Century,Jr. O. B. Hardison,1990,Penguin USA
140192220,Seeing the Invisible: Modern Religious and Other Transcendent Experiences (Arkana S.),Meg Maxwell,1991,Penguin USA
312135823,Peckover and the Bog Man: An Inspector Peckover Mystery,Michael Kenyon,1995,St Martins Pr
842355537,Chariots in the Smoke (Appomattox Saga #09),Gilbert Morris,1997,Tyndale House Pub
449911020,The First Horseman,John Case,1998,Ballantine Books
192833928,Fathers and Sons (Oxford World's Classics),Ivan Sergeevich Turgenev,1998,Oxford University Press
671638491,HIDDEN PICTURES,Wanderer,1987,Little Simon
1570980640,The Path to Freedom,Michael Collins,1996,Roberts Rinehart Publishers
1853260584,Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,1997,NTC/Contemporary Publishing Company
810939185,The Atlas of Atlases: The Map Maker's Vision of the World,Phillip Allen,1992,Harry N Abrams Inc
1889140112,All About Attention Deficit Disorder,Thomas W. Phelan Ph.D.,2000,ParentMagic
312994842,Dream On,Beverly Brandt,2004,St. Martin's Paperbacks
812923561,President's Health Security Plan: Health Care That's Always There,White House Domestic Policy Council,1993,Times Books
517546000,Unspeakable Acts,Simon Bond,1988,Random House Value Publishing
140564349,Make Way for Ducklings (Picture Puffins),Robert McCloskey,1999,Puffin Books
810008971,Where in the world is God?,Harold L Senkbeil,1999,Northwestern Pub. House
3776622520,Karl May und der Wettermacher,J�?¼rgen Heinzerling,2001,Herbig
9501501450,Juan Salvador Gaviota,Richard Bach,1994,Vergara Editor S.A.
706375831,Indoor Bonsai For Beginners: Selection * Care * Training,Werner M. Busch,1997,Sterling Publishing
263827410,Prince of Secrets (Historical Romance),Paula Marshall,2001,Harlequin Mills &amp
671678523,LONG DARK TEA-TIME OF THE SOUL,Douglas Adams,1989,Simon &amp
140031502,Fireflies,Shiva Naipaul,1983,Penguin USA
515117242,Kindred,John Gideon,1996,Jove Books
819311251,There's No Place Like Home (Parents Magazine Read Aloud and Easy Reading Program Origina),Marc Tolon Brown,1984,Parents Magazine Press
374525404,Poet in New York,Federico Garcia Lorca,1998,Farrar Straus Giroux
131321927,Routing in the Internet,Christian Huitema,1995,Prentice Hall
708883605,A spell of empire: The horns of Tartarus,Michael Scott Rohan,1992,Orbit Books
1561563080,Moby Dick: The Young Collectors Illustrated Classics/Ages 8-12,Herman Melville,1995,Kidsbooks.Com
345329163,Still river,Hal Clement,1987,Ballantine Books
395522498,Taylor's Pocket Guide to Ground Covers for Sun,Norman Taylor,1995,Houghton Mifflin Company
771591942,Salt Spring Island Cooking,R. Polden,1993,John Wiley &amp
140449302,The Decameron (Penguin Classics),Giovanni Boccaccio,2003,Penguin Books
006103066X,The Shark Mutiny,Patrick Robinson,2002,HarperTorch
671043838,Everything And A Kite,Ray Romano,1998,Audioworks
373511809,Dreamscapes: Neptune's Bride,Anne Marie Duquette,2002,Silhouette
758206151,Man of My Dreams,Dave Benbow,2004,Kensington Publishing Corporation
399142576,Zero Minus Ten,Raymond Benson,1997,Putnam Pub Group
1586212796,The Legacy,D. W. Buffa,2002,Time Warner Audio Major
671445820,WHY DIDNT I SAY,Kelli M. Gary,1982,Pocket
852237855,\Good Housekeeping\ Creative Cookery (Good Housekeeping),Sue Style,1988,Ebury Press
766165876,Vikram and the Vampire or Tales of Hindu Devilry,Richard F. Burton,2003,Kessinger Publishing
553150057,Tuck everlasting : a novel,Natalie Babbitt,1976,Bantam Books
849959837,Away in a Manger Nativity,Tormont,1999,Thomas Nelson Publishers
671528211,Ben Gurion: Prophet of Fire (Touchstone Books (Hardcover)),Ben Kurzman,1984,Granite Impex Ltd
831745827,Grimm's Household Stories (Facsimile Classics Series),Jacob Grimm,1979,Smithmark Pub
486408922,Friendship: A Book of Quotations (Dover Thrift Editions),Herb Galewitz,1999,Dover Publications
948535075,The Lettermen Go to the Fair,Roger Knights,1993,Lettermen Publishing
380815370,The Translator,John Crowley,2003,Perennial
671685635,Ghost Story,Peter Straub,1989,Pocket
425043487,Moon Is Harsh Mistres,Robert A. Heinlein,1981,Berkley Publishing Group
679729658,A Tale of Two Cities (Vintage Classics),Charles Dickens,1990,Vintage Books USA
140185402,A Gun for Sale (20th Century Classics),Graham Greene,1992,Penguin Books
789713012,Using Microsoft Office 97 (Platinum Edition Using...),Kathy Ivens,1997,Que
373501684,Once And Future Wife (Montana Mavericks #4) (Montana Mavericks),Laurie Paige,1994,Silhouette
571105734,Collected poems,Sylvia Plath,1981,Faber and Faber
969912617,Niagara Falls: A pictorial journey,Margaret Dunn,1998,M. Dunn
1579213286,Cover Girl Uncovered: A Woman's Journey,Karin Holstein,2001,WinePress Publishing
067172701X,Meridian,Alice Walker,1990,Pocket
61090530,Death Penalty: A Novel,William J. Coughlin,1993,Harper Mass Market Paperbacks (Mm)
441000126,The Asimov Chronicles: Fifty Years of Isaac Asimov! (Asimov Chronicles),Isaac Asimov,1990,Ace Books
3407782721,Alles Liebe und so weiter,Silvia Bartholl,1999,Beltz
1858285062,The Rough Guide to England (England (Rough Guides)),Rough Guides,2000,Rough Guides Limited
684856670,Kaplan GRE 1999-2000 (Annual),Kaplan Educational Centers,1999,Kaplan Interactive
316693316,Miracle on the 17th Green: A Novel,James Patterson,1996,Replica Books
752843451,Himoff! - Memoirs of TV Matinee,Richard Whiteley,2001,Trafalgar Square
140054960,Jungle Lovers,Paul Theroux,1982,Penguin Books Ltd
449218422,Summer People,Marge Piercy,1990,Fawcett Books
1410718565,Deadly Commitment,Robert A. Gossmann,2003,Authorhouse
1565112318,Neverwhere,Neil Gaiman,1997,Highbridge Audio
373026641,Golden Haven,Mary Wibberley,1984,Harlequin
553255975,Recipes for Diabetics,Billy Little,1982,Bantam Books
1887178228,A World Lost,Wendell Berry,1996,Perseus Books Group
2070725049,Passion simple,Annie Ernaux,1991,Gallimard
068811671X,The Surprise Family,Lynn Reiser,1994,Greenwillow Books
460882120,Goethe,Johann Wolfgang von Goethe,2001,Everymans Library
970272707,The Birth of Blue Satan,Patricia Wynn,2001,Pemberley Press
385410646,Chocolat,Joanne Harris,1999,Doubleday
670848646,The Giant Baby,Allan Ahlberg,1995,Viking Books
142003395,The Silent Men,Richard H. Dickinson,2003,Penguin Books
385729081,Up Molasses Mountain,JULIE BAKER,2002,Wendy Lamb Books
9682314038,Antologia De LA Poesia Hispanoamericana Actual (La Creación literaria),Ortega,1994,Siglo Veintiuno Editores Siglo XXI Editores
571151655,Witchcraft,Nigel Williams,1988,Faber and Faber Ltd
890878269,The Herbal Medicine Cabinet: Preparing Natural Remedies at Home,Debra St. Claire,1997,Celestial Arts
20794207,Cassell's Colloquial French: A Handbook of Idiomatic Usage,Michel Levieux,1981,John Wiley &amp
141300272,It Was a Dark and Stormy Night,Janet Ahlberg,1998,Penguin Uk
312873697,The American Zone,L. Neil Smith,2001,Tor Books
449005747,Final Vinyl Days: And Other Stories (Ballatine Reader's Circle),Jill McCorkle,1999,Ballantine Books
785815430,Unwritten Laws: The Unofficial Rules of Life As Handed Down by Murphy and Other Sages,Hugh Rawson,2002,Book Sales
033024082X,Barbapapa's New House,Annette Tison,1976,Pan Macmillan
037327257X,Taking Cover  (wingmen warriors),Catherine Mann,2002,Silhouette
91833345,Something that happens to other people: Stories of women growing older,Susan Feldman,1996,Vintage
039557031X,Hoang Breaks the Lucky Teapot,Rosemary K. Breckler,1992,Houghton Mifflin
803705832,The Tale of the Unicorn,Otfried Preussler,1989,Dial Books
886772680,The Best of Marion Zimmer Bradley,Martin Greenberg,1988,New Amer Library
2843041058,L'ingénieur du silence: Roman,Max Genève,2000,Zulma
140707360,The Second Part of King Henry the Sixth (Henry Sixth),William Shakespeare,1990,Penguin Books
671806114,COUNTDOWN,Frank G. Slaughter,1976,Pocket
60193700,Why She Left Us,Rahna R. Rizzuto,1999,HarperCollins Publishers
425180913,Two Down,Nero Blanc,2001,Berkley Publishing Group
380721791,Mayfield Crossing,Vaunda Micheaux Nelson,1994,HarperTrophy
553276107,On My Way to Paradise,Dave Wolverton,1989,Spectra Books
380815249,The Bride Bed (Avon Romantic Treasure),Linda Needham,2002,Avon
831717572,How to Use Yoga,Mira Mehta,1995,Smithmark Publishers
30184762,Michael Field's Cooking School: A Selection of Great Recipes Demonstrating the Pleasures and Principles of Fine Cooking,Michael Field,1977,Henry Holt &amp
440102677,American Baroness,Janette Radcliffe,1980,Dell Publishing
373185081,The Silent Type  (By Request 3's) (By Request 3's),Vicki Lewis Thompson,2002,Harlequin
887395082,Storkbites:  A Memoir,Marie Etienne,2003,Creative Arts Book Company
205349978,Research in Education (9th Edition),John W. Best,2002,Allyn &amp
881849804,The Mind Cage (Masters of Science Fiction),A.E. Van Vogt,1993,Carroll &amp
783890060,Beneath the Skin (G K Hall Large Print Core Series),Nicci French,2000,G. K. Hall &amp
671431293,WEAPON SHOPS ISHER,A.E. Van Vogt,1980,Pocket
876636903,Unmasking the Forger: The Dossena Deception,David Sox,1988,Universe Books
830632824,Physics for Kids: 49 Easy Experiments with Mechanics,Robert W. Wood,1989,Tab Books
570035627,Why Boys and Girls Are Different: For Ages 3 to 5 and Parents (Learning about Sex (Hardcover)),Carol Greene,1998,Concordia Publishing House
689865635,Indigo's Star,Hilary McKay,2004,Margaret K. McElderry
590964291,Scholastic El Autobus Magico Sube Y Baja: UN Libro Sobre Como Flotar Y Hundirse (El Autobus Magico),Scholastic Books,1997,Mariposa Printing &amp
670856347,A second life,Dermot Bolger,1994,Viking
808505173,Sybil,Flora Rheta Schreiber,1999,Sagebrush Bound
1857940350,The Railway Vanishes: An Appreciation of a Lost Era,H.G. Forsythe ARPS,2002,Silver Link Publishing Ltd
345423461,Gideon,Russell Andrews,1999,Ballantine Books
374118892,Captivity Captive,Rodney Hall,1988,Farrar Straus Giroux
3499234300,Das Gl�?¼ck der Anderen.,Stewart ONan,2003,Rowohlt Tb.
394508874,Bad Blood: The Marin County Murders,Richard Levine,1982,Random House Inc
380775549,Cloud Castles,Michael Scott Rohan,1995,Harper Mass Market Paperbacks (Mm)
821772619,My Funny Valentine (Zebra Historical Romance),Peggy Daniels,2002,Kensington Publishing Corporation
1569875189,Hansel and Gretal (Fairy Tale Classics Storybook),Landoll,2001,Landoll
517082543,Virgo: The Artful Astrologer/August 24-September 22,Lee Holloway,1993,Random House Value Pub
671865471,The Big Lonely,Sam Brown,1994,Pocket
877881073,Girl Meets God : On the Path to a Spiritual Life,LAUREN WINNER,2004,Shaw
081180299X,Recipes for Disaster/Dinner at the Illustration Gallery,Pam Sommers,1993,Chronicle Books Llc
375762183,Word Smart: Building an Educated Vocabulary,Adam Robinson,2001,Princeton Review
785280677,Only the River Runs Free (Galway Chronicles/Bodie Thoene),Bodie Thoene,1997,W Publishing Group
809245256,After the crash: New investment strategies for survivors from America's foremost financial experts,Donna Sammons Carpenter,1988,Contemporary Books
553569856,The Doctors Book of Home Remedies for Children,Denise Foley,1995,Bantam Books
671774786,Section 31: Shadow (Star Trek Voyager),Dean Wesley Smith,2001,Star Trek
3453869826,Roma. Der erste Tod des Mark Aurel.,Gisbert Haefs,2003,Heyne
140079777,Killings,Calvin Trillin,1985,Penguin USA
3404139844,Gl�?¼cklich verheirateter Mann sucht Aff�?¤re.,Alex Shearer,1999,L�?¼bbe
871568799,Resist Much Obey Little: Remembering Ed Abbey,James R. Hepworth,1996,Sierra Club Books for Children
439266815,Monkey Mo Goes to Sea,Diane Goode,2002,Blue Sky Press (AZ)
887308570,Clicking : 17 Trends That Drive Your Business--And Your Life,Faith Popcorn,1998,HarperBusiness
486218309,Salome: A Tragedy in One Act,Oscar Wilde,1967,Dover Publications
156076323X,The Night Parade (Forgotten Realms Fantasy Adventure),Scott Ciencin,1992,Wizards of the Coast
60553162,Linda Goodman's Love Signs: A New Approach to the Human Heart,Linda Goodman,1992,Perennial (HarperCollins)
770105998,Texas Proud,Robert Vaughan,1987,PaperJacks
1581345178,Business for the Glory of God: The Bible's Teaching on the Moral Goodness of Business,Wayne A. Grudem,2003,Crossway Books
553236776,Last Respects,Catherine Aird,1984,Bantam Books
2070367800,Un Amour de Swann,Marcel Proust,1987,FOLIO
425186903,Smuggler's Moon,Bruce Alexander,2002,Berkley Publishing Group
785305548,the Twelve Days of Christmas,Romeo Muller,1993,Publications International
140105530,The Progress of Love (King Penguin),Alice Munro,1987,Penguin USA
8472234320,Malena Es UN Nombre De Tango (Andanzas),Almudena Grandes,2002,Tusquets
892967382,Sinister Heights (Amos Walker Mysteries (Hardcover)),Loren D. Estleman,2002,Mysterious Press
192815431,Wuthering Heights (World's Classics),Emily Bronte,1987,Oxford University Press
425138704,How to Make Meetings Work: The New Interaction Method,Michael Doyle,1993,Berkley Publishing Group
078686172X,Chain of Evidence,Ridley Pearson,1995,Hyperion Books
553287737,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books
553138251,The Fog,Dennis Etchison,1980,Bantam Books
60976624,Thank You for Smoking,Christopher Buckley,1995,Perennial
316102989,Best American Gay Fiction 2 (Best American Gay Fiction),Brian Bouldrey,1997,Little Brown &amp
849904994,String of Pearls: Secrets of Wisdom and Fulfillment,Mary Crowley,1985,Thomas Nelson Inc
439434548,Kids Are Authors: Band of Coyotes,Scholastic,2002,Scholastic
743470397,At Home in Covington (Covington),Joan Medlicott,2004,Atria
394533909,The Amateur Naturalist,Gerald Malcolm Lee Durrell,1983,Alfred A. Knopf
345278445,John Carter of Mars (Mars (del Rey Books Numbered)),Edgar Rice Burroughs,1973,Ballantine Books
449149749,Fire Horse,Bill Shoemaker,1996,Fawcett Books
192800809,The Concise Oxford Companion to Irish Literature (Oxford Paperback Reference),Robert Welch,2000,Oxford University Press
192126040,Republic (World's Classics),Plato,1996,Oxford University Press
674769783,Righteous Discontent: The Women's Movement in Black Baptist Church 1880-1920,Evelyn Brooks Higginbotham,1994,Harvard University Press
385305869,Bareback!: One Man's Journey Along the Pony Express Trail,Jerry Ellis,1993,Bantam Dell Pub Group
087113702X,Ten Men Dead: The Story of the 1981 Irish Hunger Strike,David Beresford,1997,Atlantic Monthly Press
